Text,translated_text
"হুদাই কষ্ট করলাম এতক্ষন। ঃ//									
",I have suffered so long. ://
"হিংসা হইতেসে ..... >:(									
",Jealousy... >:(
"জ্বর - মাথাব্যথা - ক্লান্তি । আমি নি আর বাঁচি না ?? :(									
",Fever - headache - fatigue. I do not live anymore?? :(
"অনেক দেখলাম, বুঝলাম এই পৃথিবীতে আমাকে বোঝার মতো কেউ নেই। আফসোস :(									
","I saw a lot, I realized that there is no one who understands me in this world. sorry :("
"বন্ধুরা মনটা ভালনা.... কেন যেন খুব কষ্ট হচ্ছে!!! :(									
","Friends, the heart is not good.... Why is it so difficult!!! :("
"অবস্থা খুব একটা ভাল না । কিছুদিন পর হয়তো দেখা যাবে আমিও স্টার জলসার সামনে বসে যাব । :( কারন আর কিছুই করার নাই ।... 									
","The situation is not very good. After a few days, it may be seen that I too will sit in front of Star Jalsa. :( Because there is nothing else to do..."
"স্যরি :( আর কখনো তোমার কথার অবাধ্য হবো না :(									
",Sorry :( I will never disobey you again :(
"আমাকে কেউ লাইক দেয় না :( http://fb.me/ZyL8Syw7 									
",No one likes me :( http://fb.me/ZyL8Syw7
"মানুষের উপকার করতে গিয়েই এই পর্যন্ত সবচেয়ে বেশী কষ্ট পাইছি :( ... শালা'র বন্ধু হইয়া ও যদি পকেট কাটতে আসে :'(									
",So far I have suffered the most while doing good to people :( ... if he comes to pick pockets by being Shala's friend :'(
"খিদা লাগছে ... কিন্তু কিচ্ছু রান্দেনাই এখনো ... :(									
",Feeling hungry... but nothing cooked yet... :(
"মন ভালো নাই তাই বন্ধুদের সবার প্রো পিক গুলা দেখতাছি :(									
","I'm not feeling well, so I'm looking at the pro pics of all my friends :("
"হেড ফোন আর নেট এমন টাইমেই বাশ খায় যখিন আমার হাতে টাকা থাকে না :(									
",Head phone and net are dead at such times because I don't have money :(
"with কেউতো নাই....তাই একা একাই দেখি....:(									
",with no one....so i see alone....:(
"Agartala তে বৃষ্টি আর কি করে পুজাতে বের হবো । আমার তো ভালো লগছে না..... :-(									
",Rain in Agartala and how to go out to worship. I don't like it... :-(
"বৃষ্টি শেষ হয়ে মনে হয় আবার আসবে :( খেলা আজ আর হচ্ছে না :'(									
",The rain is over and seems to be coming again :( The game is no longer happening today :'(
"মাশরাফি বিন মুর্তজাকে মিস করতেসি :(									
",Miss Mashrafe Bin Mortaza :(
"এই টাইমে মুশির এইরকম ভুল :(									
",This time mushi is wrong :(
"ইন্টারনেট না থাকা আর লোডশেডিং-এর মইদ্দে তফাৎ কি? গাজীর সেঞ্চুরি দেখা মিস হইয়া গেলো...:(									
",What is the difference between no internet and load shedding? Gazi's century was missed... :(
"গেলাম গ্যা আমার ঝিম ধর্ছে।ঘুমানো দর্কার।সারা রাত ঘুমাইনাই :(									
",I'm tired. I need to sleep. I can't sleep all night :(
"বিরুক্তি কর সব কিছু :-(:-(:-(:-(:-(:-(:-(:-(									
",Disgust everything :-(:-(:-(:-(:-(:-(:-(:-()
"নিজের স্বার্থে মানুষ বন্ধু হয়, নিজের স্বার্থে মানুষ শত্রু হয়, আসলে স্বার্থ ছাড়া কিছুই নাই এই পৃথিবীতে।									
","People become friends for their own interests, people become enemies for their own interests, in fact there is nothing in this world without interests."
"শুনেছি আমাকে ছেড়ে যাবার পর তুমি খুবই কষ্টে আছো । আমি কিন্তু কষ্টে নেই - শুধু তোমার মুখের ছায়া কেঁপে উঠলে বুক... 									
",I heard you are in a lot of trouble after leaving me. But I am not in trouble - only when the shadow of your face shakes the chest...
"ইদানীং অদ্ভুত সব চিন্তা ভাবনা আমার মনের সমুদ্রে হাবুডুবু খাচ্ছে! :(									
","Lately, all the strange thoughts are floating in the sea of ​​my mind! :("
"কাইল কাম আছে মেলা। ঃ//									
",How come there is a fair. ://
"গত তিন সপ্তাহ ধরে কেন যেন কিছুই ভাল লাগছে না...না ঘর না বাহির..কিছুই না...নিজের পৃথিবী নিজের কাছে আজ বড় অচেনা!!!পৃথিবীর সব দুখ আজ আমার... 									
",For the last three weeks why nothing feels good...no house or outside..nothing...my own world is a big stranger to me today!!! All the sorrows of the world are mine today...
"আজ কত্ত বছর হয়ে গেল... কুরবানি ঈদ এর দিনে সবার সাথে বসে মাংস কাটি না :((									
","How many years has it been today... on the day of Qurbani Eid, do not cut meat with everyone :(("
"গরম পানি পড়ে পেট এর দফারফা হয়ে গেলো :( এ ডরেই কাম থেইক্কা লুকায়া বাঁচবার চাই কিন্তু তা ও হয়ে উঠেনা :/									
",Stomach became distended after falling in hot water :( I want to live in hiding because of this fear but it didn't happen :/
"এইগুলার মানে কি :O কোন দুঃখে যে ফোনবুকের সব গুলারে ইনভাইট দিসিলাম :( http://fb.me/2wgTVFaEQ 									
","What does this mean? :O Unfortunately, I sent invitations to all phonebook :( http://fb.me/2wgTVFaEQ"
"আমায় কেও দাওয়াত দিলো না...? :(									
",No one invited me...? :(
"এইবার মোবাইলে ম্যাসেজ আসে না :( :( কারণ নিউ সিম..... আছি বড়ই বিরক্তিকর পরিবেশে.... প্রতিদিনই মাথা ব্যথা। আজব... 									
",This time the message doesn't come on the mobile :( :( Because of the new sim..... I am in a very annoying environment.... Every day I have a headache. Strange...
"হে খোদা আমার খোদা কোথায় আছো লুকিয়ে তুমি খোদা।:(									
",oh god my god where are you hiding god. :(
"মোবাইলে টাকা নাইক্কা কাউকে এসএমএস আর কল দিতে পারলামনা বলে দুঃখিত! :(									
",I am sorry that I could not send SMS and calls to anyone without money! :(
"বাঁইচা থাইকা আর করমুই বা কি! :( এরম এক্সপার্ট তো জেবনেও হইতারমুনা :( তারচেয়ে গলায় লুঙ্গি পেচায়া মইরা যাই :| 									
",Baicha Thaika and Karmui or what! :( erm expert to jebneo hitarmuna :( thane the neck of lungi pechaya moira jay :|
"বৃষ্টিতে ৫ঘন্টা ভিজে মাথা তো ব্যাথায় ফাটতেসে :(									
","After 5 hours wet in the rain, the head bursts with pain :("
"যতই হাসি, যতই কাঁদি, সবই অর্থহীন :( :( :(									
","No matter how much I laugh, how much I cry, it's all meaningless :( :( :("
"একজনের জন্মদিন,,,wish করতে মন চায় :( কিন্তু করা ঠিক হবে না :|									
",I want to wish someone's birthday :( but it will not be right :|
"একজনের রাগ আরেকজনের উপর ঝাড়লাম...কাজটা একদমই ঠিক হয় নাই :/ Im sorry :(									
",I took out one person's anger on another person...it didn't work at all :/ Im sorry :(
"সবাই ঈদ মোবারক স্টাটাস দেয়া নিয়ে ব্যাস্ত । কেউ কেউ তাদের গরুর ছাগলের ছবি আপলোডাইতেছে :( আমি কি করমু বুঝতেছিনা।... 									
",Everyone is busy giving Eid Mubarak status. Some are uploading pictures of their cows and goats :( I don't know what to do....
"তুমি আমায় করেছ অপমান.আমি জানায় তুমাকে ফিরে আসার আহবান. সপ্নহীন হয়ে আমি বাচতে চাই না.১বার বলনা:-(:-(:-(:-(:-(:-(									
",You insulted me. I told you to come back. I don't want to live without dreams.
"আচ্ছা, আমি মেয়েদের বিশ্বাস করতে পারি না কেনো? ? plz help me... :(									
","Well, why can't I trust girls? ? plz help me... :("
"বয়স যত বাড়তেছে আনন্দ তত কমতেছে ...... :-(									
","As the age increases, the happiness decreases... :-("
"আমাদের বাবা মা এর সাথে যেন এমন না হই............:( http://fb.me/Rgh4GENO 									
",Let's not be like this with our parents............ :( http://fb.me/Rgh4GENO
"শরীরটা অনেক ব্যাথা :( বৃষ্টির মধ্যে পাকা উঠানে টেনিস বলে ফুটবল খেলতে গিয়ে সেকি উসঠা খাইলাম রে... ওই Shamrat... 									
",The body hurts a lot :( I ate while playing tennis and football in the paved yard in the rain... that Shamrat...
"গরধব টা ঠিক করে কিচ্ছু বলে ও যায় নাই... এখন পড়াতে মন বসবে কিনা কে জানে :((									
",Gardhav did not say anything... Now who knows if he will be able to study :((
"মনে হচ্ছে এবারের ইদের আনন্দ বৃষ্টির জলে ভেসে যাবে :-(									
",It seems that this time their joy will be washed away by the rain :-(
"ফটকা পটকা ফুটাইতে পারতেছি না :'( শুধু চেয়ে চেয়ে দেখি :( আব্বু না থাকলে যা হয় আর কি :'( আবার কবে যে আব্বু'র সাথে ঈদ করবো :/ ডোন্ট নোও!!!									
",I can't speculate :'( I just want to see :( What happens if I don't have a father :'( When will I celebrate Eid with my father again :/ Don't know!!!
"বিজ্ঞাপনের চাপে TV তে যে কি দেখছিলাম ভুলেই গেলাম। :(									
",I forgot what I was watching on TV under the pressure of advertising. :(
"বের হতে নিলাম আর বৃষ্টি শুরু! :(									
",I went out and started raining! :(
"একটু মন খারাপ.... :( পুজো শেষ তাই									
",A little upset... :( Puja is over
"কোন খেয়ালেই নাই কালকে যে ঈদ :(									
",I don't care that Eid is tomorrow :(
"অন্তত্য পক্ষে এই কথা গুলো আশা করি নাই আমি :(									
",At least I didn't expect these words :(
"পিচ্চি পিচ্চি পোলাপাইন মাঝে মাঝে এত #confused করে দেয় কেন? ??? o_O #feeling_দিন_পালটায়_গ্যাছে									
",Why does Picchi Picchi Polapine sometimes make me so #confused? ??? o_O #feeling_the_day_is_changing
"মন কতটা খারাপ থাকলে কান্না আসি আসি করেও দূরে পালায়? কতটা? Feeling Cry									
","If the mind is so bad, the tears come and run away? how much Feeling Cry"
"সে যে সত৽ই চলে গেছে তা অনুভব করছি ... Feeling alone									
",Feeling alone that he is gone... Feeling alone
"এক নোটিফিকেশন চৌদ্দ বার আসে নাকি পোলাপান এক ছবি চৌদ্দ বার আপলোড দেয় বুঝি না feeling #হতভম্ব									
",One notification comes fourteen times or Polapan uploads one picture fourteen times I don't understand feeling
"Just feeling অসহ্য									
",Just feeling unbearable
"Feeling #Upset শুভ বিজয়া দশমী ।। @subhashreesotwe http://fb.me/17KQIiYYj 									
",Feeling #Upset Happy Vijaya Dashami.. @subhashreesotwe http://fb.me/17KQIiYYj
"পাতোর মিস. . . . :-( [ J.A ]									
",Pator misses. . . . :-( [ J.A ]
"বিদায় :(									
",bye :(
"তারপর আমার অনাকাঙ্খিত প্রস্থান! :(									
",Then my unexpected departure! :(
"আজকেই জর উঠতে বলছিলো?? >:(									
",Did you tell me to get up today?? >:(
"গালি না খাইলে তামিম খেলতে পারে না! :@									
",Tamim can not play without abuse! :@
"আমার মাত্রাতিরিক্ত বিরক্ত লাগতেসে। ৪৫ ওভারে ২৫৬ রান করার টার্গেট। একটু পিটায় খেললে কি হয়? জিতার জন্য খেলুক। উইকেট বেশি পরলে ড্র ভাববো :/									
","I feel extremely annoyed. Target of 256 runs in 45 overs. What happens if you play a bit? Play to win. If more wickets are taken, I will think draw :/"
"কেন আমি পেটে কথা জমায় রাখতে পারি না?? :( কেন? কেন? কেন? বিশ্বাস করে সব কিছু বলে দেই! কেন? কেন? কেন?									
",Why can't I keep my stomach down?? :( Why? Why? Why? Trust me to tell you everything! Why? Why? Why?
"ফেসবুক ও আমার সাথে ছুদুর-বুদুর শুরু কইরা দিলো . . . :( . . . তিন মিনিটে একটা লাইক দিতে পারতেছি ? ! এইটা কিসসু হইলো ! ! !									
",Facebook also started arguing with me. . . :( . . . I could give a like in three minutes?! This is a story!!!
"আমি পারি না রে ভাই, হাজার মানুষের মত গা ভাসায় দিতে সবকিছুতে । >:( >_<									
","I can't, brother, like thousands of people to float in everything. >:( >_<"
"@RainnyMemories: অনেক দেখলাম, বুঝলাম এই পৃথিবীতে আমাকে বোঝার মতো কেউ নেই। আফসোস :(you don't know youself.									
","@RainnyMemories: After seeing so much, I realized that there is no one in this world who understands me. Sorry :( you don't know yourself."
"ছোট্ট একটি মিথ্যা বলে কাউকে হারানোটা খুব সহজ...! কিন্তূ,, তাকে হাজারটা সত্য বলেও ফিরে পাওয়াটা অনেক কঠিন...!! :( ¤~ma:sh~¤									
","It is very easy to lose someone with a small lie...! But,, it is very difficult to get him back even if he tells a thousand truths...!! :( ¤~ma:sh~¤"
"@Chhanda_ আপু,আমাকে ভুলে গেছ,না? :(									
","@Chhanda_ Apu, you have forgotten me, haven't you? :("
"সারারাত প্রচন্ড চেষ্টার পরেও এতটুকু ঘুম এলোনা। :-(									
","Even after trying hard all night, I didn't get much sleep. :-("
"কি যুগে এসে পরলাম নারীর পোশাক আশাক ও যৌনতা খেলা করে....!!! Feeling হতাশ !!!									
",In what age did I wear women's clothes and play sex....!!! Feeling disappointed!!!
"অস্বস্থি লাগার একটা সীমা থাকে... সীমা অতিক্রম হয়ে গেছে... :( মাথা উলোট পালট হয়ে গেছে... need rest with refresh mind									
",There is a limit to feeling unwell... the limit has been crossed... :( head is spinning... need rest with refresh mind
"সাদা কাপড় পরলে কি ভাই মনটা হয়রে সাদা, অন্তরেতে থাকে যদি ভন্ডামির কাদা :(									
","If you wear white clothes, does your heart become white, if the mud of hypocrisy remains in your heart :("
"পেপাল আসছে না বাংলাদেশে :( বাংলাদেশকে সরাসরি ‘না’ বলেছে আন্তর্জাতিক অনলাইন পেমেন্ট গেটওয়ে পেপল পেপাল আসছে না... http://fb.me/1Lu9m92Ui 									
",PayPal not coming to Bangladesh :( International online payment gateway PayPal says no to Bangladesh. PayPal is not coming... http://fb.me/1Lu9m92Ui
"ক্ষমতালোভী রাজাকার-প্রেমিকা খালেদাকে এক ধলা থুঃ থুঃ দিলাম >:( ক্ষমতার লোভে আজ সে মুক্তিবাহিনীদের গণহত্যাকারী... http://fb.me/11n31o3mr 									
",I spat on the power-hungry Razakar-lover Khaleda >:( Today she is a mass murderer of Mukti Bahini... http://fb.me/11n31o3mr
"স্কুল কে আসলেই মিস করতেসি। :(									
",Really miss school. :(
"লুক্স লাইক সামওয়ান ইস ইগ্নরিং মি :( #breaksmyheart									
",Looks Like Someone Is Ignoring Me :( #breaksmyheart
"সারাদিন শয়্তানের প্ররোচনা,আর রাত হলেই আল্লাহ ভীতি,মৃত্যু ভীতি কাজ করে! :(									
","Satan's persuasion all day, and fear of God, fear of death at night! :("
"ঘুম আসে না ,, ঘুমও স্বার্থপর ... -_- >:( >_<									
","Sleep does not come,, sleep is also selfish ... -_- >:( >_<"
"ধেত মিস করলাম রে মিস করলাম । :( :( হাসিনা খালেদার ঝগ্রা মিস কইরা ফালাইছি ।									
","I missed Dhet, I missed Ray. :( :( Hasina Khaledar Jhagra Miss Kaira Falaichi."
"টিভির Speaker এর হায়াত ২ বছর কইম্মা গেল গা রে :(									
",TV speaker's life has ended 2 years :(
"মাথা গরম! >:(									
",Hot head! >:(
"উফফফফফফফফ!!!! দুই নেত্রীর ফোনালাপ শোনার পর প্রতিক্রিয়া : এগুলা কি শুনিতেছি O.o :( দুই জনে সামনাসামনি থাকলে... http://fb.me/2IhnNwYHT 									
",Uffffffffff!!!! Reaction after listening to the phone conversation of the two leaders: Are you listening to them O.o :( If two people face to face... http://fb.me/2IhnNwYHT
"হাসিনা ও খালেদার চুলাচুলি মিস করলাম :(									
",I missed Hasina and Khaleda's heartbreak :(
"তলানিতে পরে থাকা কিটের থেকেও ছোট মনে হচ্ছে নিজেকে। -feeling down :-/									
",I feel smaller than the kit I'm wearing underneath. -feeling down :-/
"Feeling কেউ মাইরালা.......									
",Feeling someone Mirala.......
"হরতালে কেমন যেন নিস্ক্রিয় হয়ে পড়লাম...... feeling অসুস্থ and ল্যাজি both. :(									
",How did I become passive during the strike...... feeling sick and lazy both. :(
"মানুষের জীবন টা এমন কেন হয়?? -feeling upset :-(									
",Why is human life like this?? -feeling upset :-(
"Feeling pitty for myself! জীবন একখান জোক ছাড়া কিছুই না...									
",Feeling sorry for myself! Life is nothing but a joke...
"আমাদের স্কুল এর exam শুরু হচ্ছে ২৩ নভেম্বর ooofff feeling sad কিছু পরা হয়নায়									
",Our school exam is starting on 23 november oofff feeling sad because of wearing something
"আজকের বাংলাদেশ প্রতিদিনের প্রথম পাতা। Mockery everywhere, feeling annoyed. pic.twitter.com/7t9k6DVaGV									
","Today's Bangladesh daily front page. Mockery everywhere, feeling annoyed. pic.twitter.com/7t9k6DVaGV"
"অশিন নাম্বার ওয়ান ভাবতেই খারাপ লাগতেছে সাকিব আল হাসান দুই :(									
",Shakib Al Hasan is sad to think of Ashin number one :(
"ধেত শামশুর রহমান আর ৪ রানের জন্য তার সেঞ্চুরিটা পেলো না… Really feeling sorry for him.. :(									
",Dhet Shamsur Rahman didn't get his century for 4 more runs... Really feeling sorry for him.. :(
"রাজনীতির তাপ কি আমার শরীরের উপরেও পরলো নাকি?? শরীরটা একটু উষ্ণ উষ্ণ অনুভব করছি। জ্বরটা মনে হয় আমারে ধরেই ফেললো। — feeling sick.									
",Is the heat of politics on my body or not? The body feels a little warm. The fever seems to have caught me. — feeling sick.
"আছি রে আছি............ বহুত জ্বালায় আছি। না ঘরে না বাইরে না ক্যাম্পাসে :( >:(									
",I am very excited. Neither at home nor outside nor on campus :( >:(
"ব্যর্থ একটা দিন! :(									
",A day of failure! :(
"এমন একটা ফালতু টাইমে পরীহ্মা দিল :/ বাসা থাইকা বাইর হইছি ১২ টার দিকে,আর আসলাম মাত্র :(									
","Parihma gave it at such a wasteful time :/ I left the house around 12 o'clock, and I just came back :("
"মধ্যবিত্ত পরিবারে জন্ম নেয়াটা যেন ভাগ্যের পরিহাস। সইতে ও পারিনা, কইতে ও পারিনা। পুরাই মাইনক্যার চিপা। :(									
","Being born in a middle-class family is ironic. I can't stand it, I can't say it either. Purai Maincare Chippa. :("
"সারাদ্দিন রোজা রেখে গুলিস্তান-টিএসসি হাঁটা এবং ১টা এলপেনলিবে দিয়ে ইফতার..ক্ষুধায় মারা যাচ্ছি! :(									
",Gulistan-TSC walk after fasting all day and iftar with 1 lpenlib..starving! :(
"Feeling so much দুঃখ কষ্ট									
",Feeling so much sadness
"কষ্ট হল সেটা তুই দিয়েছিস যেটা feeling UltO PalTa									
",The trouble is that you gave that feeling UltO PalTa
"উফ! বাহিরে কি শীত!!									
",Oops! It's cold outside!!
"বিরক্তিকর!!!...... >_<									
",Boring!!!...... >_<
"যখন বিশ্বাসটা নষ্ট হয়ে যায় তখনই মানুষ আর তার কাছ থেকে কোন কিছু প্রত্যাশা করে না.... — feeling confused.									
","When trust is lost, people no longer expect anything from him.... — feeling confused."
"অন্য কিছুর কথা জানিনা তবে গোল করে কুত্তার মত মুখ এবং বিকৃত অঙ্গভঙ্গি করার জন্য রোনালদোকে অবশ্যই ব্যালন ডিওর দেয়া উচিত >:(									
","Don't know about anything else, but Ronaldo should be awarded the Ballon d'Or for the doggy face and distorted gestures >:("
"ভালবাসা কেন অসহায়....................................... :(									
",Why is love helpless?
"শালা মানব সমাজটাই খারাপ, কোন সমাজে বাস করি?									
","Shala human society is bad, in which society do we live?"
"ঘড়িতে রাত 4 টা :-> কেন জানি আজকে ঘুম আসতেই চাইছে না :-( আগে কোনো দিন এরকম হয়নি..! #Feeling_matha_batha.									
",It's 4 am on the clock :-> I know why I don't want to sleep today :-( Never before..! #Feeling_matha_batha.
"এদের মাথা কি খারাপ হয়ে গেছে না কি...... সবাই দুই চারটা 4,6 মাইরাই আউট..... কি মনে হয় জিততে পারব তো? #feeling_confused #sadik									
","Have they lost their minds...... all two fours 4, 6 Mairai out..... do you think you can win? #feeling_confused #sadik"
"এই দুনিয়ার সব পেজের মধ্যে সবচেয়ে ফালতু পেজ হচ্ছে Food Porn।এদের পোস্ট গুলা ঠিক তখনই সামনে আসে যখন পেটের ভিতর ইন্দুর দৌড়ায় >:(									
",Food Porn is the most trashy site in the world. Their posts come out just when the stomach is running >:(
"ককটেল ফাটুক আর না ফাটুক, আজ হরতাল .. :-|:( >_< :'(									
","Crack the cocktail or don't crack, strike today.. :-|:( >_< :'("
"'মুক্ত করে দিলাম তোরে যেতে পারিস অনেক দূরে সুখে যদি থাকিস তুই আসিস না আর ফিরে না পাওয়ার সুখ খুঁজে নেবো শত কষ্টের ভিড়ে............ :(									
","'I set you free, you can go far away happily, if you stay, you will not come back, I will find happiness in the crowd of hundreds of troubles............ :("
"আইডিয়া টা চুরি হইয়া গেলো! দুই বছর আগে The Band নামে একটা ব্যান্ড বানাবো বলে আমরা আলোচনা করে ছিলাম। সব শ্যাষ! :(... http://fb.me/NtVby5ST 									
",The idea was stolen! Two years ago we were discussing to make a band called The Band. Everything is cool! :(... http://fb.me/NtVby5ST
"ইদানিং ২ বলের বেশি খেলতে পারি না... :(									
",Can't play more than 2 balls lately... :(
"ভাই, এইডা কি দেখলাম! :O আপনে নাকি ভার্জিন!!! :O ঘটনা সত্যি? — Sad but truth :( http://ask.fm/a/9ob976p1 									
","Brother, what did I see? :O Are you a virgin!!! :O fact true? — Sad but truth :( http://ask.fm/a/9ob976p1"
"হরিপুর সীমান্তে বিএসএফের গুলিতে বাংলাদেশি আহত :( :( [ http://offlink.us/G7  ] পৃথিবীর কোন রাষ্ট্রের এমন অরক্ষিত... http://fb.me/2tMCo9c5b 									
",Bangladeshi injured in BSF firing at Haripur border :( :( [ http://offlink.us/G7 ] Which country in the world is so defenseless... http://fb.me/2tMCo9c5b
"তোমার চোখের আড়ালে জ্বলজ্বল করে আরেক চোখ সে চোখে চোখ রেখে দেখতে পারি, বুঝতে পারি আমার সবটুকু আলো নিয়ে তুমি পালিয়ে গেলে.. :(									
","I can see another eye shining behind your eyes, I can see it, I understand that you ran away with all my light.. :("
"হাত থেকে নিচে পরে আমার ফোনের প্রদর্শনীতে আজ কলঙ্ক লেগে গিয়েছে। :(									
",Today my phone display is tarnished from hands down. :(
"মিস করাকে বাংলায় কী বলে ভূলে গেছি :(									
",I forgot what to say in Bengali to miss :(
"4 দিন ধরে হরতাল । আর সমসা হছে জনগনের :(									
",Strike for 4 days. And people are having trouble :(
"হরতালের পর ক্লাস + Makeup ক্লাসের যে বাশ খামু চিন্তা করলেই মাথা হ্যাং করে :(									
",Just thinking about the class + makeup class after the strike makes my head hang :(
"সময় ফুরিয়ে যায়, শুধু স্মৃতি টুকুই থাকে......... :(									
","Time runs out, only memories remain......... :("
"কেন আমাকে তুমি বুঝ না :(									
",Why don't you understand me :(
"এই সময় কালকের মুহূর্তগুলো খুব মিস করছি। :(									
",I miss the moments of tomorrow very much. :(
"আমি আমার ভালবাসার চেয়ে আমার সপ্নকে বেশি প্রাধান্য দেই। বলা যায় না, কনদিন সপ্নের কন ফাকে ভালবাসা হারিয়ে যাবে। :( :( :(									
",I prioritize my dreams more than my love. It cannot be said that the love will be lost in the dream. :( :( :(
"মন টা খুব বেশী খারাপ হয়ে আছে . . . খুব বেশী . . . :( :( :(									
",The mind is very bad. . . too much . . :( :( :(
"একজনের সাথে মজা করার জন্য ছবিটা তুললাম মাত্র। তুলে তো নিজেই ভয় পাইয়া গেলাম :( আপনাদের ভয় পাইয়ে দিতে পোশট... http://fb.me/XKGv3Hbi 									
",I just took the picture to have fun with someone. I got scared myself :( Post to scare you... http://fb.me/XKGv3Hbi
"তুমি সবটুকু আলো নিয়ে পালিয়ে গেলে... :(									
",You ran away with all the light... :(
"দুপুরে একজনের সাথে মাথাব্যথা নিয়ে কথা বলছিলাম , ঘুম থেকে উঠে দেখি আমারই পচন্ড মাথাব্যথা . . . :( এখন কিছুটা ঠিক আছে . . . .									
","I was talking to someone about a headache in the afternoon, I woke up and saw that I had a terrible headache. . . :( It's kinda ok now. . . ."
"এত কষ্ট করে বাসায় আসলাম ঘোরাঘুরি করার জন্য কিন্তু আসার পরপরই অসুস্থ হয়ে পড়লাম :-( কি আছে জীবনে ??									
",I came home with so much difficulty to roam around but soon after I got sick :-( What is there in life ??
"ফেসবুক পেইজ চালাতে গেলে বুঝা যায় দেশে ১০,০০০ মেগাওয়াট বিদ্যুৎ উৎপন্ন হলেও জ্ঞানের আলো এখনও ছড়ায় নাই। :(									
","If you go to the Facebook page, you will understand that even though 10,000 megawatts of electricity has been generated in the country, the light of knowledge has not yet spread. :("
"জীবনটি কচুপাতার উপর একবিন্দু জলের মতো দুলছে... :( #ঘরে_বসে_ছুটির_দিনে_অপিশ #মাইরালা									
",Life swings like a drop of water on a leaf... :(
"Israt Shithi এর মাথা খারাপ হইছে...সাথে বাসার সবার মাথাও খারাপ বানাইতাছে :(									
",Israt Shithi's head is upset...and everyone in the house is also upset :(
"ব্যর্থ হয়ে ফিরে এলাম............... ..। [[f9.sad]]									
",I came back from failure............... ... [[f9.sad]]
"হৈমন্তি রে...শীতের রাইতে তরে খুব মিসাইতেছি.. :(									
",Haimanti Ray...I'm very mixed with winter rice.. :(
"শালার , হিজরা , মেরুদন্ডহীন ফাক-রুল :( এখনো বুঝে না আন্দোলন ছাড়া কোনো গতি নাই http://fb.me/1L7k6TWxY 									
","Shalar, hijra, spineless fac-rule :( still don't understand there is no movement without movement http://fb.me/1L7k6TWxY"
"বিপদ যখন আসে তখন চারপাশ থেকেই আসে :(									
","When danger comes, it comes from all around :("
"কালকের রাতের মত বাজে রাত্র যেনো আমার লাইফে না আসে :( আমি চাইনা এমন রাত্র কারো লাইফে আসুক । ভয়াবহ সাহায্যহীন... http://fb.me/2hBeVIuUu 									
",Don't let a night as bad as yesterday's come into my life :( I don't want such a night to come into anyone's life. Terrible helpless... http://fb.me/2hBeVIuUu
"যেকোনো মানুষের ক্যারিয়ার ধ্বংসের জন্য তার পরিবার ওই যথেষ্ট। আমার মনে হয় আর পড়া শুনা হইবে না। :(									
",His family is enough to ruin a man's career. I don't think it will be read anymore. :(
"ক্রিকেট খেলা আছে আর শচীন টেন্ডুলকার নেই - এটা ভাবতেই ফাকা লাগবে । :( Sachin Tendulkar									
",There is a game of cricket and there is no Sachin Tendulkar - it will be empty to think. :( Sachin Tendulkar
"কলেজ এ আমার আর আমার বেষ্ট ফ্রেন্ড Shukhi Rajkonna'র নিত্যদিনের রুটিন ছিলো এইটা :( ... দোস্তটা নাই কিন্তু ইতিহাস... http://fb.me/PwXDM9n1 									
",This was my best friend and Shukhi Rajkonna's daily routine in college :( ... no friend but history... http://fb.me/PwXDM9n1
"পোলাডা আড়াই ঘন্টা ধইরে কথা কইতেছে।আল্লাহ বাচাও :(									
",Polada has been talking for two and a half hours. God bless :(
"আমি এই আবাল গুলারে নিয়ে আর পারলাম না।হালারা প্রতি শুক্রবারেই পার্কে ডেটিং এ যায়। :(									
",I can't take this Abal Gular anymore. Halara goes on a date in the park every Friday. :(
"এক্সাম শেষ হওয়ার খুশিতে ঘুম কোথায় যেনো হারিয়ে গেলো!! :(									
",I lost my sleep because of the happiness of the end of the exam!! :(
"Degree (Hon's) টা যদি চালিয়ে যেতাম তাহলে এবার ৫ বছর পূর্ণ হত, কিন্তু শেষ হত না !! :'( :( :S :D #NationalUniversity of Bangladesh সমাচার :(									
","If I had continued with the Degree (Hon's), it would have been 5 years, but it would not have ended!! :'( :( :S :D #NationalUniversity of Bangladesh News :("
"কেমন লাগে? যখন ইচ্ছে করে মটির সঙে মিশে যেতে???? অবশ্যই ভাল লাগেনা :) feeling d same....*sigh*									
",how does it feel When you want to mingle with the earth???? Definitely don't like it :) feeling d same....*sigh*
"হুমায়ুন আজাদ ফ্রয়েডের হুদাই সমালোচনা করেন নাই। এক্কেবারে মোক্ষম সমালোচনাডাই করছেন। feeling ---- মাথা গরম >.< http://fb.me/6KRRTtM6i 									
",Humayun Azad did not criticize Freud. Ekkebar is making perfect criticism. feeling ---- hot head >.< http://fb.me/6KRRTtM6i
"স্বদেশীর অভাব নাইরে পাগলা !! দেশ প্রেমিকের বড় অভাব !! :(									
",The lack of countrymen is crazy!! Great lack of patriots!! :(
"ফোনের স্টিকার কেনা প্রয়োজন। যেই টাকার সংকটে আছি..... :| ৪ টা টাকা আছে পকেটে :(									
",Phone stickers are required to be purchased. I am in financial crisis..... :| I have 4 rupees in my pocket :(
